gene	TAM 1	TAM 2	prol. TAM6	prol. TAM13	DC1	DC2	DC3	DC4	Monocytes	T cells	Regulatory T cells	NK cells	B cells	plasma B cells	Mast cells
Sart3	0	0	0	0.332578838	0	0	0	0	0	0	0	0	0	0.069647246	0
Mesdc2	0	0	0	0.428303451	0.198201085	0	0.111912157	0.515058478	0	0	0	0	0.1907397	0.112752403	0
Ranbp2	0	0	0	0.421539185	0	0	0	0	0	0	0	0	0.182545675	0.183784025	0
Zfp326	0	0	0	0.318720525	0	0	0	0	0	0	0	0	0.127206521	0.094388084	0.06522215
Cuedc2	0	0	0	1.198648413	0.607602799	0	0.569951121	0	0	0.478349494	0.464456089	0.609050231	0.614881602	0.251346708	0
Tmem245	0	0	0	0.23711247	0	0.2074479	0.066866436	0	0.061936312	0	0	0	0.3218811	0.060438755	0
Eprs	0	0	0	0.751230445	0	0	0.253236763	0	0	0	0	0	0	0	0
Ccdc88a	0	0	0	0.443173842	0.596401242	0.742407741	1.861848489	0.641374408	0	0.010570223	0.04084469	0.094686113	0.081144709	0	0
Pds5a	0	0	0	0.475016014	0	0	0	0	0	0	0.574429297	0	0	0.145091801	0.521959229
Ywhah	0	0	0	3.220305831	3.404611953	4.864100367	4.16809549	1.252989069	0	1.861799577	3.323689519	0	1.263623041	0.538609631	1.683087022
Memo1	0	0	0	0.282751646	0	0	0.116964287	0.120365866	0.127462779	0	0.271543213	0	0	0.06746644	0
Pdia5	0	0	0	0.11428706	0.124758065	0	0	0	0	0	0	0	0	0	0
Hist1h2ab	0	0	0	0.128607904	0	0	0	0	0	0	0	0	0	0	0
Col27a1	0	0	0	0.098109894	0	0	0.349235685	0	0	0	0	0	0	0	0
Slc2a5	0	0	0	0.097734258	0	0	0	0	0	0	0	0	0	0	0
Senp2	0	0	0	0.249769108	0.086520808	0	0	0	0	0	0	0	0	0.066723209	0
Pbrm1	0	0	0	0.936975382	0	0	0.947388082	0	0	0	0.935374611	0	0	0	0
Uqcc2	0	0	0	2.288604001	0	0	0.923305985	0	0	0	0	0	1.097398429	0.902965483	2.416710986
Eva1a	0	0	0	0.094726972	0	0	0	0	0	0	0	0	0	0	0
Cep192	0	0	0	0.194119607	0	0	0	0	0	0	0.22785498	0	0	0	0
Cdk2ap1	0	0	0	0.299963108	0	0	0	0	0.119261134	0	0	0.283310315	0	0.073023261	0
Anapc1	0	0	0	0.26091975	0	0	0	0	0	0	0.245480203	0	0	0.093745337	0
Ifrd1	0	0	0	0.710822865	0.306406799	0.77074756	1.106204432	0.168709921	0.99594369	0.294202846	0	0.37113067	0.257854023	0.172062481	0
Cnih1	0	0	0	0.697882022	0	0	0.356983942	0	0.32398837	0	0	0	0	0.211137986	0
Anapc7	0	0	0	0.233180705	0	0	0	0.273143691	0	0	0	0	0	0.044153045	0
Mybbp1a	0	0	0	0.446730417	0	0	0.123696129	0.202695853	0	0	0	0	0.441032034	0.128122598	0
Tmem138	0	0	0	0.160251911	0	0	0	0.303023326	0	0	0	0	0	0	0
Gtf3c2	0	0	0	0.308234241	0	0	0	0	0	0	0	0	0	0.116065474	0
Klhl6	0	0	0	0.522086384	0	0.218856629	0.044899341	0.703347259	0.25707056	0	0	0.618235908	0.561953345	0.067270681	0
Kras	0	0	0	0.739912435	0	0	0	0	0	0	0	0	0	0.135068027	0
Hspa13	0	0	0	0.197816614	0	0	0	0	0	0	0	0	0	0.330184693	0
Abcb1b	0	0	0	0.232159862	0.016301178	0.080897373	0.060311582	0	0.072374891	0	0	0	0	0	0.325815703
Lrrc58	0	0	0	1.365284866	1.506077263	1.455071805	2.434516723	0	0	0.799497101	0	0	0.729631781	0.202203487	0.46605163
Cep162	0	0	0	0.19223787	0	0	0	0	0	0	0	0	0	0	0
Dhx15	0	0	0	0.698291765	0	0	0	0	0	0	0	0	0	0.216211174	0
Tagap	0	0	0	0.543332556	0	0.468157432	0.085263441	0	0.598354527	0.237995973	0.242484711	0	0	0.080687682	0.10139882
Larp1	0	0	0	0.570655075	0	0	0	0	0	0	0	0	0.293089839	0.161049966	0.218828319
Dzip3	0	0	0	0.14219129	0	0	0	0	0	0	0	0	0	0	0
2810006K23Rik	0	0	0	0.185072833	0	0	0	0	0	0	0	0	0	0	0
Iars	0	0	0	0.202852312	0.196940594	0	0.050101086	0	0.067863763	0	0	0	0.23037638	0	0
2410004B18Rik	0	0	0	0.334323388	0	0	0	0	0	0	0	0	0	0.103897604	0
Ndufs5	0	0	0	2.634112339	0	0	1.544519347	2.684992019	0	0	0	0	1.394756084	0	0
Cisd2	0	0	0	1.347764803	0	0	0	0	0	0	1.326364611	0	0	0.472837098	0
Dhx9	0	0	0	0.56474095	0	0	0.277131486	0	0.291467056	0	0	0	0	0.174199968	0
Galnt10	0	0	0	0.152544686	0	0	0	0	0	0	0	0	0	0	0
Lars	0	0	0	0.372190787	0	0	0	0	0.174520854	0	0	0	0	0	0
0610009B22Rik	0	0	0	0.370750724	0	0	0	0	0	0.1433988	0.177600741	0.159748358	0.159482237	0.09022582	0
Samd4b	0	0	0	0.29121694	0	0	0.344809046	0	0	0.1148616	0	0.107921783	0	0.094116557	0.083689431
Caprin1	0	0	0	0.912214821	0	0	0	0	0.489853203	0	0	0	0	0.23458372	0
Oaf	0	0	0	0.102683134	0	0	0	0	0	0	0	0	0	0	0.761529135
Arf2	0	0	0	0.287386133	0	0	0	0.085635965	0.279360538	0.066099831	0.093975579	0.053123714	0.043792655	0.038786857	0
Micu1	0	0	0	0.249201757	0.070774078	0	0.384956676	0	0	0	0.300631971	0	0	0.054362476	0
Dhdds	0	0	0	0.195244605	0	0	0	0	0	0	0	0	0	0	0.075836893
Arl2	0	0	0	0.325377876	0	0	0	0	0	0.157405499	0.110772735	0.133926107	0.151927549	0.079186389	0
Fbxo34	0	0	0	0.160959005	0	0	0	0	0	0	0	0	0	0	0
Rp2	0	0	0	0.381461469	0.498324902	0.487428527	0.397954605	0	0	0.061283105	0.065620734	0.071612109	0	0.044519635	0.11417809
Mfap3	0	0	0	0.313821598	0	0	0	0	0	0.147762528	0	0.131437886	0.073562135	0.069306014	0.080942215
Apoa1bp	0	0	0	0.829101453	0	0	0.963076321	0.926974685	0.459974973	0.443634026	0	0	0.325156281	0.29471803	0
Stag1	0	0	0	0.518459159	0	0	0	0	0	0	0.509190604	0.495560028	0	0.233004164	0.253571673
Tm9sf2	0	0	0	0.695737611	0.745867195	0	0.341977731	0.73856471	0	0	0	0	0	0	0.332566862
Immt	0	0	0	0.721082286	0	0	0.32329806	0	0	0	0	0	0.385684459	0.283388834	0
Cklf	0	0	0	0.545844434	0	0	0.203434253	0	0.640743189	0	0.589102799	0.274610653	0	0.071726088	0
Vcp	0	0	0	1.61033587	0	0	2.035375831	1.987962204	0	0.962840808	0	0	0.772114838	0	0
Lrrc4	0	0	0	0.117269718	0	0	0	0	0	0	0	0	0	0	0
Emc7	0	0	0	1.40514458	0	0	0.431052667	0	0	0	0	0	0.508410133	0	0
Zdhhc16	0	0	0	0.263461592	0	0	0	0	0	0	0	0	0.098646175	0.063995403	0
Optn	0	0	0	0.106045943	0	0	0	0	0	0	0	0	0	0	0
Cstf1	0	0	0	0.196306991	0	0	0	0	0	0	0	0	0	0.057380781	0
Eif3a	0	0	0	1.995041174	0	0	0	0	0	0	0	0	0	0	0
Atp11c	0	0	0	0.122009249	0	0	0	0	0	0	0	0	0	0	0
Galnt1	0	0	0	0.587578059	0.299191071	0	0	0	0.260947159	0.328912774	0	0	0	0.116148885	0
Ubash3b	0	0	0	0.588516351	0.804967841	0.24338835	0.644235672	0.045203143	0	0	0.625453741	0	0.097899024	0.052128238	1.066634901
Nol11	0	0	0	0.251757551	0	0	0.073865636	0	0	0	0	0	0	0.105948094	0
Gps1	0	0	0	0.53279279	0	0	0	0	0	0	0	0	0	0.225211717	0
Stau2	0	0	0	0.099003401	0	0	0	0	0	0	0	0	0	0	0
Prps2	0	0	0	0.268650629	0.08154689	0	0.041819922	0	0.059381877	0.276695917	0.273490092	0	0	0.066132415	0
Pspc1	0	0	0	0.201109755	0	0	0	0	0	0	0	0	0	0	0
Ttc13	0	0	0	0.167449579	0	0	0	0.234867473	0	0	0	0	0	0.153084529	0
Gclc	0	0	0	0.184393707	0	0	0.365220877	0	0	0	0	0	0	0	0
Tubb2b	0	0	0	0.14333142	0	0	1.098542707	0.506994476	0	0	0	0	0	0.184034346	0.229757038
Aim2	0	0	0	0.531058936	0	0	0.166394802	0	0	0	0	0	0	0.086107537	0.281490151
Naa15	0	0	0	0.497747037	0	0	0.249315423	0.492726424	0	0	0.488747523	0	0	0.162479796	0
Kat7	0	0	0	0.33729613	0	0	0	0.371381852	0	0	0.305806816	0	0	0.106578075	0
Ap1g1	0	0	0	0.238978595	0	0	0	0	0	0	0	0	0	0.071086938	0
Poldip2	0	0	0	0.34387301	0	0	0.117721713	0	0	0	0	0	0.133865647	0.149110465	0
Casp7	0	0	0	0.195766925	0	0	0.260598362	0.056126736	0	0	0.211490516	0.075097414	0.053536788	0.031646393	0
1700021F05Rik	0	0	0	0.260711786	0.107873452	0	0.074404799	0	0	0.105756489	0	0.104681105	0	0.078314743	0
Txlna	0	0	0	0.334582368	0.13049145	0	0.142950179	0	0	0	0	0	0	0.142451611	0
Lcorl	0	0	0	0.223268033	0	0	0	0	0	0	0	0	0	0	0
Chchd4	0	0	0	0.391985744	0	0	0.132813343	0.176369425	0	0	0	0	0	0.139705452	0
Tubgcp5	0	0	0	0.293280286	0	0	0.102728378	1.568731493	0	0.104777527	0.102943005	0.094891752	0	0.047662829	0.092294948
Fam89a	0	0	0	0.110244752	0	0	0.890365855	0	0	0	0	0	0	0	0
Usp10	0	0	0	0.16654739	0.171936799	0	0	0	0	0	0	0	0	0	0
Psmd7	0	0	0	1.274322376	0	0	1.271731731	0	0	0	0	0	0.581564224	0.60469764	0
Cetn4	0	0	0	0.154898377	0	0	0	0	0	0	0	0	0	0	0.278232085
Alg6	0	0	0	0.111060836	0	0	0	0	0	0	0	0	0	0	0
Rspo1	0	0	0	0.0873903	0	0	0	0	0	0	0	0	0	0	0
Eefsec	0	0	0	0.196145762	0.200574927	0	0	0	0	0	0	0	0	0	0
Gstcd	0	0	0	0.103334818	0	0	0	0	0	0	0	0	0	0	0
Gtf2a2	0	0	0	0.971591845	0	0	0.471079006	1.045996954	0	0	1.042594007	0	0	0.437063287	0
Hcfc1	0	0	0	0.323974962	0	0	0	0	0.146748856	0	0.317999076	0	0	0.097076794	0
Ift46	0	0	0	0.158646516	0	0	0	0	0	0	0	0	0	0	0
Kpna3	0	0	0	0.381521474	0	0	0.69516737	0	0	0	0	0	0.159353265	0.08870964	0
Fam178a	0	0	0	0.279349785	0.098459797	0	0.099237347	0.277850332	0	0	0	0	0	0.057070276	0
Dennd5a	0	0	0	0.343194646	0	0	0.941859119	0	0	0.108323169	0	0.056453497	0.145518881	0.061677091	0.12807788
Pcm1	0	0	0	0.421540308	0	0	0	0.42015311	0	0	0.420655221	0	0	0.13785735	0
Rcn2	0	0	0	0.342053751	0.437937306	0	0.128860144	0	0	0	0	0	0.091513211	0.088579389	0.130493335
Scrib	0	0	0	0.138345039	0	0	0	0	0	0	0	0	0	0	0
Ndufaf2	0	0	0	0.355759589	0	0	0.145461438	0	0.162139206	0	0	0	0	0	0
Socs7	0	0	0	0.152106849	0	0	0	0	0	0	0	0	0	0	0
Psmc1	0	0	0	0.738062594	0	0	0	0	0	0	0	0	0.353048464	0.329310664	0.360788024
Dpy19l1	0	0	0	0.221720667	0.314538427	0.205370138	0	0.228535894	0	0	0.072757895	0	0.072490573	0.051222893	0.069257076
Atp10a	0	0	0	0.120976377	0	0	0	0	0	0	0	0	0	0	0
Coq4	0	0	0	0.108201295	0	0	0	0	0	0	0	0	0	0	0
Gpd1l	0	0	0	0.189632137	0	0.182019174	0	0	0	0.070414979	0	0.050080311	0	0	0
Mprip	0	0	0	0.19763898	0	0	0.207495605	0	0	0	0	0	0	0.054301274	0
Hipk2	0	0	0	0.298428704	0.402636467	0.335460807	0	0	0	0.106124026	0.110832537	0.078795457	0	0.058175421	0
Prkar2a	0	0	0	0.262810087	0.64344681	0.295180539	0.308839559	0.042132377	0.091022097	0	0.094446689	0	0.10590168	0.050516744	0.11516105
Dnajc10	0	0	0	0.278346974	0	0	0.686037261	0	0	0	0	0	0	0	0
Slc7a1	0	0	0	0.182211931	0	0	0	0	0	0	0.208763372	0	0	0	0
Fam168a	0	0	0	0.248517624	0.245494712	0	0	0	0	0	0	0.105525928	0.08770776	0.043654843	0.08640026
Adk	0	0	0	0.184734758	0	0	0	0.372259677	0	0	0.210026906	0	0	0.302899843	1.128465725
Gm26520	0	0	0	0.094722954	0	0	0	0	0	0	0	0	0	0	0
Fbxw11	0	0	0	0.320241327	0	0	0.439099366	0	0	0.145207524	0.315103051	0.146564013	0.102823288	0.065110499	0.114467511
Calu	0	0	0	0.315599333	0	0	0.086612221	0	0	0	0	0	0.131102983	0.313804266	0.375184507
Usp12	0	0	0	0.273913015	0.312949107	0	0.307553348	0	0.266771794	0.076814188	0.061358087	0.117778427	0.083560499	0.038259365	0.059962263
Slc35e1	0	0	0	0.203926953	0	0	0	0	0	0	0	0	0	0	0
Arl6ip4	0	0	0	0.872458218	0	0.881645991	0	1.053276241	0.451045848	0	0	0	0	0.478692988	0
Tnpo2	0	0	0	0.126387729	0	0	0	0	0	0	0	0	0	0	0
Chka	0	0	0	0.336906392	0.134578894	0	0.759753364	0.102317505	0	0.093977831	0.087706872	0	0	0.080003973	0
Orc2	0	0	0	0.20571826	0	0	0	0	0.068678522	0	0	0	0	0	0
Mmgt1	0	0	0	0.08585646	0	0	0	0	0	0	0	0	0	0	0
Atl2	0	0	0	0.144513387	0	0	0	0	0	0	0	0	0	0.144491728	0
Cdc16	0	0	0	0.201514649	0	0	0	0	0	0	0	0	0	0	0
Wdr12	0	0	0	0.265920919	0.271548606	0.263866429	0.026266168	0.095517103	0	0	0	0	0	0.101703892	0
Gatc	0	0	0	0.185308265	0	0	0.024533766	0	0	0.053205069	0.046701299	0.055127574	0.060349087	0.029705912	0.054309096
Fer	0	0	0	0.111190395	0	0	0	0	0	0	0	0	0	0	0
Klhl5	0	0	0	0.213849735	0	0	0.290126462	0.077434058	0	0.066366786	0.067282546	0	0	0.025251553	0
Ddx20	0	0	0	0.117116886	0	0	0	0	0	0	0	0	0	0	0
Lrrcc1	0	0	0	0.174662255	0	0	0	0	0	0	0.208839559	0	0	0	0
Ifrd2	0	0	0	0.126667543	0	0	0	0	0	0	0	0	0	0	0
Pdk3	0	0	0	0.370467541	0	0	0	0	0.44308945	0	0	0	0	0	0
Pcmt1	0	0	0	0.821266946	0	0	0	0	0	0	0	0	0	0.293181328	0.97983954
Cdc42bpb	0	0	0	0.129234344	0	0	0	0	0	0	0	0	0	0	0
Gpr89	0	0	0	0.199295936	0	0	0.046090409	0	0	0	0	0	0.065404568	0	0
Mgme1	0	0	0	0.106549321	0	0	0	0	0	0	0	0	0	0	0
Homer3	0	0	0	0.103680591	0	0	0	0	0	0	0	0	0	0	0
Pitrm1	0	0	0	0.124740744	0	0	0	0	0	0	0	0	0	0	0
Fry	0	0	0	0.089964866	0	0	0	0	0	0	0	0	0	0	0
Cmas	0	0	0	0.39705508	0	0	0.176701294	0.513193261	0	0	0.428406365	0	0.154466663	0	0
Srprb	0	0	0	0.305937606	0	0	0.073085672	0.397290584	0	0.14906197	0	0	0.141462017	0.617942641	0
Rfc1	0	0	0	0.508974382	0	0	0.194697011	0	0.236033636	0	0.499495354	0	0	0.141954033	0
Lamtor3	0	0	0	0.740449317	0	0	0.398024442	0	0	0.41290608	0	0	0.338142558	0.274796198	1.045623813
4930599N23Rik	0	0	0	0.081186302	0	0	0	0	0	0	0	0	0	0	0
Fancg	0	0	0	0.100781859	0	0	0	0	0	0	0	0	0	0	0
Cep290	0	0	0	0.147663019	0	0	0	0	0	0	0	0	0	0	0
Zfyve19	0	0	0	0.29427716	0	0	0	0	0	0.124093323	0.127654347	0	0	0.0700778	0
Gpsm3	0	0	0	1.374251293	0	2.926297435	0	0	2.731030448	0	0	0	1.580978198	0.295682247	1.556390113
Il1rl2	0	0	0	0.115728604	0	0	0	0	0	0	0	0	0	0	0
Nnt	0	0	0	0.114495766	0	0	0	0	0	0	0	0	0	0	0
L3mbtl2	0	0	0	0.125402305	0	0	0	0	0	0	0	0	0	0	0
Ogg1	0	0	0	0.134201117	0	0	0	0	0	0	0	0	0	0	0
Vkorc1l1	0	0	0	0.169928995	0.168364147	0	0.327993493	0.198220934	0	0	0	0	0	0	0
Gmeb1	0	0	0	0.165749537	0	0	0	0	0	0	0	0	0	0	0
Ipo11	0	0	0	0.149026821	0	0	0	0	0	0	0	0	0	0	0
Rnf185	0	0	0	0.119563398	0	0	0	0	0	0	0	0	0	0.116605216	0
Lrp5	0	0	0	0.095154365	0	0	0	0	0	0	0	0	0	0	0
Zw10	0	0	0	0.101179107	0	0	0	0	0	0	0	0	0	0	0
Fam98a	0	0	0	0.154298557	0	0	0	0	0	0	0	0	0	0	0
Tesk1	0	0	0	0.286954006	0	0	0.110634809	0	0	0.111480872	0.104708402	0.101024724	0.108873333	0.043916424	0.088967265
Pak4	0	0	0	0.108837226	0	0	0	0	0	0	0	0	0	0	0
E2f5	0	0	0	0.098945816	0.111235645	0	0	0	0	0	0	0	0	0	0
Asxl1	0	0	0	0.202539442	0	0	0	0	0	0	0.355671252	0	0	0	0
Creb3l2	0	0	0	0.104786511	0	0	0	0	0	0	0	0	0	0.362482794	0
Agl	0	0	0	0.15032346	0	0	0	0	0	0	0	0	0	0	0
Cpsf4	0	0	0	0.301539774	0	0	0	0.139816466	0	0	0	0	0.140752659	0.055404675	0.113966523
Mphosph9	0	0	0	0.101585554	0	0	0	0	0	0	0	0	0	0	0
Cars	0	0	0	0.217679722	0.206959623	0	0	0	0	0	0	0	0	0	0
Ptpn18	0	0	0	4.526195415	0	0	1.62980642	4.414821898	0	7.896850356	9.328794964	7.639943696	0	1.409849806	3.294162359
Ahcyl1	0	0	0	0.265443481	0	0	0	0	0.112961165	0	0	0	0	0.082691289	0
Mms19	0	0	0	0.246651869	0	0	0	0	0	0	0	0	0	0.046055072	0.078232827
Pdik1l	0	0	0	0.140037557	0	0	0	0	0	0	0	0	0	0	0
Nup160	0	0	0	0.091045448	0	0	0	0	0	0	0	0	0	0	0
Odf2l	0	0	0	0.107883704	0	0	0	0	0	0	0	0	0	0	0
Ubqln1	0	0	0	0.391141791	0	0	0	0	0	0	0	0	0	0.129949637	0
Srbd1	0	0	0	0.106755478	0	0	0	0	0	0	0	0	0	0	0
Ift74	0	0	0	0.122867203	0	0	0	0	0	0	0	0	0	0	0
Spidr	0	0	0	0.135185829	0	0	0	0	0	0	0	0	0	0	0
Tpcn1	0	0	0	0.172471832	0	0	0	0	0	0	0	0	0	0	0
Snx27	0	0	0	0.19527957	0.078665441	0	0.064419456	0	0	0	0	0	0	0.063623165	0.075766748
Cyp20a1	0	0	0	0.19561829	0	0.077308815	0.067534385	0.067581576	0	0.080525824	0	0	0	0	0
Dbt	0	0	0	0.15713982	0	0	0	0	0	0	0	0	0	0	0
Trmt10a	0	0	0	0.159303931	0	0	0	0	0	0	0	0	0	0	0
Tnnt1	0	0	0	0.100759376	0	0	0	0	0	0	0	0	0	0	0
Fam20b	0	0	0	0.145846017	0	0	0	0	0	0	0	0	0	0	0
Psmb7	0	0	0	2.246674028	3.215341917	0	2.268288643	0	0	0	0	0	1.133489933	1.036978374	1.124744308
Clcc1	0	0	0	0.357011664	0	0	0.067388569	0	0	0	0	0	0.119446428	0.07679329	0
Efemp2	0	0	0	0.094516123	0	0	0	0	0	0	0	0	0	0	0
Slc39a9	0	0	0	0.13473024	0	0	0	0	0	0	0	0	0	0	0
Haus6	0	0	0	0.08615054	0	0	0	0	0	0	0	0	0	0	0
Polg	0	0	0	0.188097379	0	0	0	0	0	0	0.220975678	0	0.241258319	0	0
Ptdss2	0	0	0	0.166117254	0	0	0.310064051	0	0	0	0	0	0	0	0
Scmh1	0	0	0	0.134542092	0.12297602	0	0	0	0	0	0	0	0	0	0
Fastkd3	0	0	0	0.12446986	0	0	0	0	0	0	0	0	0	0	0
Ndufa6	0	0	0	1.988784418	0	3.653391827	0	0	0	0	0	0	0	1.190210627	4.685547886
Ccdc163	0	0	0	0.165882979	0	0	0	0	0	0	0	0	0	0	0
Mex3c	0	0	0	0.12467489	0	0	0	0	0	0	0	0	0	0	0
Npat	0	0	0	0.113792228	0	0	0	0	0	0	0	0	0	0	0
Mtmr14	0	0	0	0.245132966	0.389767587	0.265329859	0.449289334	0.433395828	0	0.083407484	0	0.069906852	0	0.043288691	0.063696275
Pigu	0	0	0	0.194675039	0	0	0	0	0	0	0	0	0	0	0
Slc24a5	0	0	0	0.09394561	0	0	0	0	0	0	0	0	0	0	0
Cdc25a	0	0	0	0.143319836	0.174763471	0	0	0	0	0	0	0	0	0	0
10-Sep	0	0	0	0.114291299	0	0	0	0	0	0	0	0	0	0	0
Pkd2	0	0	0	0.077000735	0	0	0	0	0	0	0	0	0	0	0
Otud1	0	0	0	0.123332293	0	0	0	0	0	0	0	0	0	0	0
Tmem41a	0	0	0	0.088213931	0	0	0	0	0	0	0	0	0	0	0
Fam149a	0	0	0	0.077758035	0.332098817	0	0	0	0	0	0	0	0	0	0
Ddx31	0	0	0	0.106276449	0	0	0	0	0	0	0	0	0	0	0
Osbpl1a	0	0	0	0.101952713	0	0	0	0	0	0	0	0.253082625	0	0	0
Tmem129	0	0	0	0.119373045	0	0	0	0	0	0	0	0	0	0	0
Crybg3	0	0	0	0.090250523	0	0	0	0	0	0	0	0	0	0	0
Gtf3c4	0	0	0	0.093010107	0	0	0	0	0	0	0	0	0	0	0
Crlf2	0	0	0	1.168012855	1.165253564	0	0.569892205	1.07121574	2.323874606	0	2.373900994	0	0.984385153	0.762881692	0
Cryab	0	0	0	0.107819845	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1d	0	0	0	1.666459691	0	4.462562751	14.45144333	0.175112351	0	1.553453578	1.334883331	0.551413824	0.817373698	0.151132047	0.356350622
Tmem38b	0	0	0	0.079605827	0	0.063705251	0.03371655	0	0.338574523	0	0	0.089907166	0	0.089478863	0
Ptk2b	0	0	0	0.464628892	0.25513569	0	0.246310304	0.449552129	0	0	0	0	0	0.353660248	0
Guk1	0	0	0	0.349103201	0	0	0.7006715	0.326940617	0.356912722	0.672400236	0	0	0	0	0
H2-T23	0	0	0	1.521257484	0	0	0	4.827809637	0	0	0	0	0	1.48643582	0
Tbc1d8	0	0	0	0.11259067	0.472014869	0	1.567710071	1.095721363	0	0.014398531	0.015134506	0.016426834	0.038157893	0.025253463	0.050791949
P2ry14	0	0	0	0.288438403	1.023813941	0.653323458	0.090715436	3.680489353	0	0.109803416	0.047002668	0	0.098792045	0.046682667	0.838215439
Map3k1	0	0	0	0.277538759	0.271385204	0	1.654620388	1.001476011	0	0.268221692	0	0.261359956	0.834219793	0.242188054	0.233984769
Ddx54	0	0	0	0.29851563	0	0	0	0.967118642	0	0	0	0	0.572355766	0	0.279940077
Rest	0	0	0	0.267243474	0	0	0.584563427	0	0.628381734	0	0.53519321	0	0	0.113912512	0.252071918
Nub1	0	0	0	0.25667028	0	0	1.378882384	0.591825851	0	0	0	0	0	0.154705102	0
Pnpla2	0	0	0	0.234152226	0	0	0.563003592	0	0	0	0	0	0	0.156629285	0.177636132
Ccndbp1	0	0	0	0.225967886	0.50417115	0	0	0.546784971	0	0	0	0	0	0.158428615	0
Cmc1	0	0	0	0.688522981	0	0	0	0	0	0	0	1.23392775	0.546426005	0.260389295	0
Eif4e3	0	0	0	0.211692999	0.14754155	0.425880568	0.177767219	0.195548844	0.481361919	0	0	0	0.12607939	0.129632056	0.213003627
Dcaf11	0	0	0	0.203465199	0	0	0.4945927	0.447237037	0	0	0	0	0	0.171817889	0
Peak1	0	0	0	0.200581151	0.089148226	0.094916725	0.538303698	0.043918319	0	0.413820593	0.60880661	0.677052204	0.094375052	0.035250467	0.098586729
Hip1	0	0	0	0.143442385	0	0	0.02831902	0.136923622	0	0	0	0	0.099925509	0.059069411	0.081857011
Hddc2	0	0	0	0.152597672	0	0	0.073080117	0	0.155852961	0.374637916	0.439792731	0	0.389012023	0.139287825	0
Saysd1	0	0	0	0.171167818	0.150665018	0	0.104007786	0	0	0	0	0	0	0.144991863	0
Stxbp3	0	0	0	0.16192493	0	0	1.10618389	0.144820707	0.480414323	0.171240782	0.364843454	0	0	0.086031725	0.085671668
Tspyl1	0	0	0	0.114642233	0	0	0	0.414941931	0	0	0	0	0	0.096947246	0
Nfil3	0	0	0	0.183759709	0.081388485	0.136841522	0.901059753	0.036997282	0.578355277	0.163832561	0.607747214	0	0.104118279	0.056649661	0
Hsdl2	0	0	0	0.118600574	0.383753463	0.309912909	0.305168695	0.522377921	0	0	0	0	0	0.067719744	0.103091674
Pink1	0	0	0	0.078954584	0.129876066	0	0.123040314	0.339804294	0	0	0	0	0	0	0
Sp140	0	0	0	0.796693579	0	0	4.897266302	1.6187363	2.133383444	0.58431976	0.442190747	0.588396753	3.228414596	0.760353466	0.366693741
Ccdc9	0	0	0	0.122695328	0	0	0	0	0.290237741	0	0	0	0	0.085652389	0
Dtd1	0	0	0	0.092637302	0.087974389	0	0	0.037752346	0.085144001	0.262209091	0.279289943	0	0	0	0
Sfxn3	0	0	0	0.094762513	0.089275972	0	0.081737071	0	0	0	0	0.233551611	0	0.046126438	0
Gnpda2	0	0	0	0.099078399	0	0	0.268198764	0	0.094179158	0.245695062	0.313925375	0.238547647	0	0.033649372	0
Nudt8	0	0	0	0.061765484	0.26681608	0.320259402	0	0.218970123	0	0	0.070397655	0	0	0	0
Sirt7	0	0	0	0.330574569	0	0	0.767053984	0	0	0	0.801772888	0.708117874	0	0.160210366	0
Grhpr	0	0	0	0.119226534	0	0	0.047534038	0.942638766	0	0	0.36673651	0.119566937	0	0.06485789	0
Zfp524	0	0	0	0.121395659	0	0	0.454645993	0.284968613	0	0	0	0	0	0.04817359	0.109573967
Fam98c	0	0	0	0.126688267	0.477357745	0.444994325	0.457028219	0.374947531	0	0	0	0.145180845	0	0.070427534	0
Chst12	0	0	0	0.196329676	0.134000968	0	0.177965161	0.420950352	0	0.372103915	0	0.617583613	0.186535335	0	0.137696303
Zfand2b	0	0	0	0.154078422	0	0	0.344257607	0	0	0	0.345434623	0	0	0	0
Capn1	0	0	0	0.137880708	0	0	0	0	0	0	0.336277776	0.306989574	0	0.054770967	0.139695498
Arrdc1	0	0	0	0.250259165	0	0	0.872113671	0	0	0	0.574348712	0	0	0.088886569	0.22668831
Xbp1	0	0	0	0.771898949	0	0	0.433972814	5.443989516	0	0.419922388	0	0.572038829	0.421587882	10.5458089	0
Klrb1b	0	0	0	0.092736824	0.262385151	0.426309531	0	0	0	0.034585071	0	1.52830814	0	0	0
Riok3	0	0	0	0.355965606	0	0	1.079728342	0	0	0.369832371	0	0	0.334069905	0.298132257	0
Tnfrsf1b	0	0	0	0.335927613	0.104777669	0.235110423	0.694180761	0.147137682	0.997324941	0	1.468929793	0.364229993	0.135784285	0.072958376	0.180046208
Ehd1	0	0	0	0.408759668	0.278810253	0.421430687	1.528972692	0.214509155	0.844175939	0	1.457375843	0.334267808	0	0.212959573	0.203186891
Atxn7l1	0	0	0	0.227359978	0.209858303	0	0.920910833	0	0.449586634	0	0.581302404	0.220738539	0	0.046631505	0
Atg12	0	0	0	0.146819012	0	0	0	0	0	0	0	0	0	0.098054892	0
5730508B09Rik	0	0	0	0.181955274	0.382934883	0	0	0.400095904	0.546978237	0	0	0.041103064	0.124329556	0.091290874	0.12672133
